timestamp;elevator_ID
9/16/2024 13:42:23;2
9/16/2024 13:42:41;5
9/16/2024 13:43:01;2
9/16/2024 13:43:58;6
9/16/2024 13:45:01;4
9/16/2024 13:45:43;1
9/16/2024 13:46:11;1
9/16/2024 14:15:22;1
9/16/2024 14:15:45;5
9/16/2024 14:16:00;4
9/16/2024 14:16:06;6
9/16/2024 14:16:43;1
9/16/2024 14:16:51;2
9/16/2024 14:16:59;6
9/16/2024 14:17:20;4
9/16/2024 14:17:33;3
9/16/2024 14:18:11;2
9/16/2024 14:19:10;1
9/16/2024 14:19:16;5
9/16/2024 14:19:36;4
9/16/2024 14:19:59;6
9/16/2024 14:20:04;3
9/16/2024 14:22:11;4
9/16/2024 14:22:28;3
9/16/2024 14:22:51;1
9/16/2024 14:22:58;4
9/16/2024 14:24:00;5
9/16/2024 14:24:32;2
9/16/2024 14:25:06;6
9/16/2024 14:25:14;1
9/16/2024 14:25:39;1
9/16/2024 15:30:50;1
9/16/2024 15:31:51;2
9/16/2024 15:32:01;5
9/16/2024 15:33:22;5
9/16/2024 15:33:30;3
9/16/2024 15:33:39;6
9/16/2024 15:33:47;5
9/16/2024 15:34:00;3
9/16/2024 15:34:29;2
9/16/2024 15:34:39;6
9/16/2024 15:34:49;4
9/16/2024 15:35:05;1
9/16/2024 15:35:29;4
9/16/2024 15:35:40;1
9/16/2024 15:36:01;6
9/16/2024 15:36:48;3
9/16/2024 15:36:55;6
9/16/2024 15:37:26;2
9/16/2024 15:37:36;3
9/16/2024 15:37:54;5
9/16/2024 15:38:12;5
9/16/2024 15:38:20;2
9/16/2024 15:38:40;4
9/16/2024 15:38:46;3
9/16/2024 15:39:30;2
9/16/2024 15:39:56;5
9/16/2024 15:40:04;6
9/16/2024 15:51:02;2
9/16/2024 15:51:17;5
9/16/2024 15:51:24;3
9/16/2024 15:51:59;4
9/16/2024 15:52:03;6
9/16/2024 15:53:02;1
9/16/2024 15:53:45;5
9/16/2024 15:54:40;4
9/16/2024 15:55:17;5
9/16/2024 15:55:55;4
9/16/2024 15:56:23;2
9/16/2024 15:56:32;3
9/16/2024 15:57:01;1
9/16/2024 15:57:22;2
9/16/2024 15:58:31;6
9/16/2024 15:58:53;3
9/16/2024 15:59:57;1
9/16/2024 16:00:22;4
9/16/2024 16:00:38;2
9/16/2024 16:01:09;6
9/16/2024 16:01:44;2
9/16/2024 16:01:53;5
9/16/2024 16:02:09;4
9/16/2024 16:02:28;6
9/16/2024 16:03:03;3
9/16/2024 16:03:28;5
9/16/2024 16:03:55;2
9/16/2024 16:04:27;4
9/16/2024 16:04:33;6
9/16/2024 16:04:44;3
9/16/2024 16:05:02;6
9/16/2024 16:10:14;3
9/16/2024 16:10:29;6
9/16/2024 16:10:53;5
9/16/2024 16:11:36;2
9/16/2024 16:11:51;1
9/16/2024 16:13:29;6
9/16/2024 16:13:59;3
9/16/2024 16:14:53;4
9/16/2024 16:15:02;2
9/16/2024 18:17:03;4
9/16/2024 18:18:35;2
9/16/2024 20:54:36;4
9/16/2024 20:55:34;6
9/16/2024 20:55:41;1
9/16/2024 20:55:58;3
9/16/2024 20:56:08;4
9/16/2024 20:56:28;3
9/17/2024 10:05:17;5
9/17/2024 10:05:53;2
9/17/2024 10:06:58;3
9/17/2024 10:07:52;3
9/17/2024 10:08:17;6
9/17/2024 10:09:10;1
9/17/2024 10:10:12;1
9/17/2024 10:10:27;5
9/17/2024 10:12:12;4
9/17/2024 10:12:28;4
9/17/2024 10:13:02;2
9/17/2024 10:13:53;5
9/17/2024 10:15:14;2
9/17/2024 10:30:36;1
9/17/2024 10:31:16;5
9/17/2024 10:33:46;5
9/17/2024 10:35:21;6
9/17/2024 10:35:48;3
9/17/2024 10:36:02;3
9/17/2024 10:36:07;4
9/17/2024 10:36:49;1
9/17/2024 10:37:05;3
9/17/2024 10:37:19;3
9/17/2024 10:37:42;6
9/17/2024 10:38:17;5
9/17/2024 10:38:39;4
9/17/2024 10:39:08;1
9/17/2024 10:39:16;3
9/17/2024 10:39:30;1
9/17/2024 10:39:48;4
9/17/2024 10:39:55;4
9/17/2024 10:39:59;3
9/17/2024 10:40:04;3
9/17/2024 10:40:14;3
9/17/2024 10:40:15;3
9/17/2024 10:40:29;6
9/17/2024 10:40:31;6
9/17/2024 10:41:14;3
9/17/2024 10:41:16;3
9/17/2024 10:41:27;4
9/17/2024 10:41:40;1
9/17/2024 10:41:49;1
9/17/2024 10:42:01;4
9/17/2024 10:42:03;4
9/17/2024 10:42:08;5
9/17/2024 10:42:13;5
9/17/2024 10:42:38;2
9/17/2024 10:42:41;2
9/17/2024 10:43:13;5
9/17/2024 10:43:13;5
9/17/2024 10:43:18;1
9/17/2024 10:43:20;1
9/17/2024 10:43:29;4
9/17/2024 10:43:31;4
9/17/2024 10:43:44;5
9/17/2024 10:43:50;5
9/17/2024 10:43:56;4
9/17/2024 10:44:00;4
9/17/2024 10:44:15;6
9/17/2024 10:44:16;6
9/17/2024 10:44:23;2
9/17/2024 10:44:24;2
9/17/2024 10:44:36;5
9/17/2024 10:44:37;5
9/17/2024 10:45:08;2
9/17/2024 10:50:31;4
9/17/2024 10:51:56;5
9/17/2024 10:52:26;2
9/17/2024 10:54:07;3
9/17/2024 10:54:35;6
9/17/2024 10:54:59;4
9/17/2024 10:55:15;4
9/17/2024 10:55:50;2
9/17/2024 10:56:21;4
9/17/2024 10:56:23;4
9/17/2024 10:56:33;1
9/17/2024 10:56:35;1
9/17/2024 10:57:00;5
9/17/2024 10:57:01;5
9/17/2024 10:57:59;6
9/17/2024 10:58:01;6
9/17/2024 10:58:35;2
9/17/2024 10:58:38;2
9/17/2024 10:58:53;6
9/17/2024 10:58:54;6
9/17/2024 10:59:02;3
9/17/2024 10:59:19;4
9/17/2024 10:59:20;4
9/17/2024 10:59:33;1
9/17/2024 10:59:34;1
9/17/2024 11:00:47;3
9/17/2024 11:04:54;1
9/17/2024 11:05:16;6
9/17/2024 11:05:27;6
9/17/2024 11:05:59;4
9/17/2024 11:06:20;2
9/17/2024 11:06:26;3
9/17/2024 11:06:50;5
9/17/2024 11:07:03;5
9/17/2024 11:07:36;4
9/17/2024 11:07:55;1
9/17/2024 11:08:00;6
9/17/2024 11:08:05;2
9/17/2024 11:08:36;3
9/17/2024 11:08:41;5
9/17/2024 11:09:16;2
9/17/2024 11:10:12;1
9/17/2024 11:10:18;5
9/17/2024 11:10:29;3
9/17/2024 11:10:49;1
9/17/2024 11:10:59;3
9/17/2024 11:15:16;2
9/17/2024 11:15:30;6
9/17/2024 11:15:57;6
9/17/2024 11:16:04;1
9/17/2024 11:16:13;3
9/17/2024 11:16:24;1
9/17/2024 11:16:34;2
9/17/2024 11:16:48;6
9/17/2024 11:17:00;3
9/17/2024 11:17:10;6
9/17/2024 11:17:49;5
9/17/2024 11:17:55;2
9/17/2024 11:19:01;1
9/17/2024 11:19:14;1
9/17/2024 11:19:36;4
9/17/2024 11:20:02;5
9/17/2024 11:20:13;5
9/17/2024 11:20:13;5
9/17/2024 11:20:34;4
9/17/2024 11:20:34;4
9/17/2024 11:20:35;4
9/17/2024 11:21:10;2
9/17/2024 11:21:10;2
9/17/2024 11:21:23;1
9/17/2024 11:21:24;1
9/17/2024 11:21:51;1
9/17/2024 11:21:52;1
9/17/2024 11:22:17;4
9/17/2024 11:22:18;4
9/17/2024 11:22:35;5
9/17/2024 11:22:37;5
9/17/2024 11:23:06;2
9/17/2024 11:23:09;2
9/17/2024 11:23:12;6
9/17/2024 11:23:21;2
9/17/2024 11:23:29;1
9/17/2024 11:23:30;1
9/17/2024 11:23:41;1
9/17/2024 11:23:50;6
9/17/2024 11:23:52;6
9/17/2024 11:24:41;4
9/17/2024 11:24:42;4
9/17/2024 11:25:31;3
9/17/2024 11:26:57;6
9/17/2024 11:27:12;1
9/17/2024 11:28:24;4
9/17/2024 11:28:36;6
9/17/2024 11:28:47;6
9/17/2024 11:29:08;1
9/17/2024 11:29:31;3
9/17/2024 11:29:57;5
9/17/2024 11:32:06;3
9/17/2024 11:35:12;3
9/17/2024 11:35:19;5
9/17/2024 11:36:06;1
9/17/2024 11:36:13;4
9/17/2024 11:36:51;2
9/17/2024 11:36:56;4
9/17/2024 11:37:31;5
9/17/2024 11:38:00;6
9/17/2024 11:38:41;2
9/17/2024 11:39:14;1
9/17/2024 11:39:45;6
9/17/2024 11:40:10;3
9/17/2024 11:40:13;2
9/17/2024 11:41:03;5
9/17/2024 11:41:55;2
9/17/2024 11:43:34;5
9/17/2024 11:44:39;6
9/17/2024 11:44:55;2
9/17/2024 12:00:07;2
9/17/2024 12:00:43;6
9/17/2024 12:00:52;1
9/17/2024 12:00:59;4
9/17/2024 12:01:13;4
9/17/2024 12:01:19;5
9/17/2024 12:01:37;2
9/17/2024 12:01:44;3
9/17/2024 12:02:03;6
9/17/2024 12:02:21;2
9/17/2024 12:02:41;5
9/17/2024 12:03:14;1
9/17/2024 12:03:33;3
9/17/2024 12:03:38;6
9/17/2024 12:03:56;3
9/17/2024 12:04:10;1
9/17/2024 12:04:37;4
9/17/2024 12:05:01;5
9/17/2024 12:05:11;3
9/17/2024 12:05:23;6
9/17/2024 12:05:44;4
9/17/2024 12:06:00;5
9/17/2024 12:06:25;2
9/17/2024 12:07:07;4
9/17/2024 12:07:36;2
9/17/2024 12:07:54;1
9/17/2024 12:08:10;3
9/17/2024 12:08:59;5
9/17/2024 12:09:25;6
9/17/2024 12:09:47;4
9/17/2024 12:10:37;3
9/17/2024 12:10:53;1
9/17/2024 12:11:23;2
9/17/2024 12:11:44;5
9/17/2024 12:12:06;4
9/17/2024 12:12:32;3
9/17/2024 12:12:42;6
9/17/2024 12:12:51;4
9/17/2024 12:13:45;1
9/17/2024 12:14:05;6
9/17/2024 12:14:11;5
9/17/2024 12:14:46;3
9/17/2024 12:15:19;4
9/17/2024 12:15:32;3
9/17/2024 12:15:47;2
9/17/2024 12:16:07;5
9/17/2024 12:16:19;6
9/17/2024 12:16:25;2
9/17/2024 12:23:27;5
9/17/2024 12:25:20;6
9/17/2024 12:25:29;3
9/17/2024 12:25:50;5
9/17/2024 12:26:34;5
9/17/2024 12:26:51;1
9/17/2024 12:26:57;3
9/17/2024 12:27:19;1
9/17/2024 12:27:33;4
9/17/2024 12:27:46;6
9/17/2024 12:28:07;4
9/17/2024 12:28:22;2
9/17/2024 12:28:44;3
9/17/2024 12:28:56;2
9/17/2024 12:29:23;6
9/17/2024 12:29:35;1
9/17/2024 12:30:11;4
9/17/2024 12:30:11;4
9/17/2024 12:31:00;2
9/17/2024 12:31:14;1
9/17/2024 12:31:34;4
9/17/2024 12:31:41;5
9/17/2024 12:31:49;3
9/17/2024 12:32:12;5
9/17/2024 12:32:18;2
9/17/2024 12:32:50;4
9/17/2024 12:33:02;1
9/17/2024 12:33:25;3
9/17/2024 12:33:38;1
9/17/2024 12:34:13;2
9/17/2024 12:34:18;5
9/17/2024 12:34:25;4
9/17/2024 12:34:57;5
9/17/2024 12:35:05;3
9/17/2024 12:35:12;6
9/17/2024 12:35:14;6
9/17/2024 12:35:43;3
9/17/2024 12:36:13;1
9/17/2024 12:36:14;1
9/17/2024 12:36:37;6
9/17/2024 12:37:13;3
9/17/2024 12:37:41;4
9/17/2024 12:37:54;6
9/17/2024 12:38:02;5
9/17/2024 12:38:22;4
9/17/2024 12:38:41;5
9/17/2024 12:39:12;1
9/17/2024 12:39:55;2
9/17/2024 12:39:37;6
9/17/2024 12:40:20;3
9/17/2024 12:42:12;6
9/17/2024 12:42:41;3
9/17/2024 12:43:04;2
9/17/2024 12:43:33;4
9/17/2024 12:43:53;5
9/17/2024 12:44:18;1
9/17/2024 12:45:06;1
9/17/2024 12:46:28;1
9/17/2024 12:46:48;6
9/17/2024 12:47:13;3
9/17/2024 12:47:29;4
9/17/2024 12:47:42;3
9/17/2024 12:48:17;2
9/17/2024 12:48:37;6
9/17/2024 12:48:54;6
9/17/2024 12:49:21;1
9/17/2024 12:51:32;2
9/17/2024 12:52:13;5
9/17/2024 12:53:05;3
9/17/2024 12:53:27;6
9/17/2024 12:54:07;6
9/17/2024 12:54:24;4
9/17/2024 12:54:51;2
9/17/2024 12:55:09;4
9/17/2024 12:55:15;1
9/17/2024 12:59:57;4
9/17/2024 13:00:09;2
9/17/2024 13:01:03;3
9/17/2024 13:01:38;4
9/17/2024 13:01:46;5
9/17/2024 13:02:13;6
9/17/2024 13:03:01;2
9/17/2024 13:03:07;4
9/17/2024 13:03:34;4
9/17/2024 13:03:53;1
9/17/2024 13:04:14;3
9/17/2024 13:04:58;5
9/17/2024 13:16:25;5
9/17/2024 13:17:04;1
9/17/2024 13:17:18;3
9/17/2024 13:17:34;1
9/17/2024 13:20:18;4
9/17/2024 13:20:28;6
9/17/2024 13:20:59;6
9/17/2024 13:21:07;6
9/17/2024 13:21:13;2
9/17/2024 13:21:35;4
9/17/2024 13:25:29;2
9/17/2024 13:26:20;5
9/17/2024 13:26:35;2
9/17/2024 13:27:00;4
9/17/2024 13:27:19;2
9/17/2024 13:27:32;5
9/17/2024 13:27:55;2
9/17/2024 13:28:14;3
9/17/2024 13:28:52;4
9/17/2024 13:29:10;5
9/17/2024 13:29:28;6
9/17/2024 13:29:45;4
9/17/2024 13:30:03;3
9/17/2024 13:30:35;2
9/17/2024 13:30:56;4
9/17/2024 13:31:41;3
9/17/2024 13:32:06;2
9/17/2024 13:32:12;5
9/17/2024 13:32:18;6
9/17/2024 13:33:00;6
9/17/2024 13:33:26;3
9/17/2024 13:33:43;2
9/17/2024 13:33:55;5
9/17/2024 13:34:26;1
9/17/2024 13:34:46;3
9/17/2024 13:35:12;6
9/17/2024 13:35:22;1
9/17/2024 13:40:22;5
9/17/2024 13:41:00;3
9/17/2024 13:41:26;6
9/17/2024 13:41:44;5
9/17/2024 13:42:28;4
9/17/2024 13:42:53;6
9/17/2024 13:43:01;2
9/17/2024 13:43:30;3
9/17/2024 13:43:40;4
9/17/2024 13:44:10;2
9/17/2024 13:44:24;1
9/17/2024 13:44:28;6
9/17/2024 13:44:47;5
9/17/2024 13:45:25;3
9/17/2024 13:45:26;3
9/17/2024 13:45:30;6
9/17/2024 13:45:40;4
9/17/2024 13:45:43;4
9/17/2024 13:45:56;5
9/17/2024 13:46:09;1
9/17/2024 13:46:21;2
9/17/2024 13:47:11;3
9/17/2024 13:47:51;6
9/17/2024 13:47:58;1
9/17/2024 13:48:44;5
9/17/2024 13:49:27;3
9/17/2024 13:50:02;4
9/17/2024 13:52:39;5
9/17/2024 13:52:55;4
9/17/2024 13:53:19;4
9/17/2024 13:53:50;1
9/17/2024 13:54:10;2
9/17/2024 13:54:18;3
9/17/2024 13:55:12;1
9/17/2024 13:55:21;5
9/17/2024 13:56:34;4
9/17/2024 13:56:42;3
9/17/2024 14:00:21;3
9/17/2024 14:00:38;5
9/17/2024 14:01:06;2
9/17/2024 14:01:24;1
9/17/2024 14:01:36;4
9/17/2024 14:02:00;1
9/17/2024 14:02:05;6
9/17/2024 14:02:57;1
9/17/2024 14:03:04;5
9/17/2024 14:03:10;2
9/17/2024 14:03:15;3
9/17/2024 14:03:25;5
9/17/2024 14:04:04;6
9/17/2024 14:04:18;3
9/17/2024 14:04:25;2
9/17/2024 14:04:55;2
9/17/2024 14:05:10;3
9/17/2024 14:10:21;6
9/17/2024 14:10:37;2
9/17/2024 14:10:50;1
9/17/2024 14:11:12;4
9/17/2024 14:11:23;5
9/17/2024 14:11:30;3
9/17/2024 14:11:41;4
9/17/2024 14:12:21;2
9/17/2024 14:12:29;5
9/17/2024 14:12:44;6
9/17/2024 14:13:02;6
9/17/2024 14:13:14;5
9/17/2024 14:13:16;5
9/17/2024 14:13:22;3
9/17/2024 14:13:33;3
9/17/2024 14:13:48;4
9/17/2024 14:13:52;6
9/17/2024 14:13:56;4
9/17/2024 14:14:23;5
9/17/2024 14:14:27;1
9/17/2024 14:14:34;6
9/17/2024 14:14:43;5
9/17/2024 14:14:47;4
9/17/2024 14:15:08;2
9/17/2024 14:15:23;3
9/17/2024 14:15:40;4
9/17/2024 14:15:44;4
9/17/2024 14:15:55;1
9/17/2024 14:15:56;2
9/17/2024 14:16:07;1
9/17/2024 14:16:14;6
9/17/2024 14:16:17;6
9/17/2024 14:16:27;5
9/17/2024 14:16:29;4
9/17/2024 14:16:57;5
9/17/2024 14:17:24;1
9/17/2024 14:18:01;6
9/17/2024 14:18:25;2
9/17/2024 14:18:34;5
9/17/2024 14:18:46;3
9/17/2024 14:19:06;5
9/17/2024 14:19:38;1
9/17/2024 14:19:45;6
9/17/2024 14:20:07;1
9/17/2024 14:20:25;4
9/17/2024 14:20:52;6
9/17/2024 14:21:13;2
9/17/2024 14:21:27;4
9/17/2024 14:21:41;3
9/17/2024 14:22:11;5
9/17/2024 14:22:23;5
9/17/2024 14:23:02;5
9/17/2024 14:23:37;1
9/17/2024 14:24:02;3
9/17/2024 14:24:24;1
9/17/2024 14:24:55;3
9/17/2024 14:25:22;3
9/17/2024 14:25:50;5
9/17/2024 14:26:35;3
9/17/2024 14:27:01;1
9/17/2024 14:27:13;1
9/17/2024 14:27:25;2
9/17/2024 14:28:00;3
9/17/2024 14:28:36;5
9/17/2024 14:29:02;1
9/17/2024 14:29:13;2
9/17/2024 14:29:28;2
9/17/2024 14:29:53;3
9/17/2024 14:30:14;1
9/17/2024 14:35:52;5
9/17/2024 14:36:34;3
9/17/2024 14:37:32;1
9/17/2024 14:37:37;3
9/17/2024 14:38:31;5
9/17/2024 14:38:35;1
9/17/2024 14:39:15;6
9/17/2024 14:39:36;4
9/17/2024 14:39:46;4
9/17/2024 14:40:28;1
9/17/2024 14:40:40;3
9/17/2024 14:41:27;5
9/17/2024 14:41:49;2
9/17/2024 14:42:02;4
9/17/2024 14:42:11;5
9/17/2024 14:43:37;1
9/17/2024 14:43:43;6
9/17/2024 14:44:18;5
9/17/2024 14:45:09;3
9/17/2024 14:45:51;5
9/17/2024 14:46:11;6
9/17/2024 14:47:15;1
9/17/2024 14:47:29;3
9/17/2024 14:47:34;5
9/17/2024 14:47:40;4
9/17/2024 14:48:00;6
9/17/2024 14:48:15;4
9/17/2024 14:48:40;1
9/17/2024 14:49:40;2
9/17/2024 14:49:57;5
9/17/2024 14:50:20;3
9/17/2024 14:50:27;1
9/17/2024 14:50:45;2
9/17/2024 14:50:54;4
9/17/2024 14:51:23;3
9/17/2024 14:51:53;6
9/17/2024 14:52:24;3
9/17/2024 14:52:37;2
9/17/2024 14:52:45;6
9/17/2024 14:53:16;6
9/17/2024 14:53:23;5
9/17/2024 14:53:59;4
9/17/2024 14:54:13;2
9/17/2024 14:54:25;3
9/17/2024 14:54:44;1
9/17/2024 14:54:59;4
9/17/2024 15:05:13;1
9/17/2024 15:05:34;4
9/17/2024 15:06:15;3
9/17/2024 15:06:29;3
9/17/2024 15:06:45;5
9/17/2024 15:06:56;2
9/17/2024 15:07:14;2
9/17/2024 15:07:52;2
9/17/2024 15:08:34;1
9/17/2024 15:08:52;4
9/17/2024 15:09:04;3
9/17/2024 15:09:11;5
9/17/2024 15:09:51;1
9/17/2024 15:09:57;3
9/17/2024 15:10:18;6
9/17/2024 15:10:30;2
9/17/2024 15:10:31;2
9/17/2024 15:10:48;3
9/17/2024 15:11:15;4
9/17/2024 15:11:40;3
9/17/2024 15:11:48;5
9/17/2024 15:12:01;2
9/17/2024 15:12:09;6
9/17/2024 15:12:18;4
9/17/2024 15:12:37;2
9/17/2024 15:12:48;5
9/17/2024 15:13:18;6
9/17/2024 15:13:23;2
9/17/2024 15:13:34;4
9/17/2024 15:13:47;3
9/17/2024 15:13:55;6
9/17/2024 15:14:29;3
9/17/2024 15:14:48;2
9/17/2024 15:14:56;5
9/17/2024 15:15:05;4
9/17/2024 15:15:12;1
9/17/2024 15:15:53;2
9/17/2024 15:16:08;1
9/17/2024 15:16:13;3
9/17/2024 15:16:18;4
9/17/2024 15:20:14;6
9/17/2024 15:20:59;5
9/17/2024 15:21:06;1
9/17/2024 15:21:15;4
9/17/2024 15:21:31;3
9/17/2024 15:22:44;2
9/17/2024 15:23:28;3
9/17/2024 15:23:39;5
9/17/2024 15:23:49;6
9/17/2024 15:26:22;4
9/17/2024 15:26:48;1
9/17/2024 15:27:01;3
9/17/2024 15:27:25;2
9/17/2024 15:28:32;6
9/17/2024 15:28:57;5
9/17/2024 15:29:11;4
9/17/2024 15:30:04;1
9/17/2024 15:30:04;1
9/17/2024 15:30:21;2
9/17/2024 15:30:30;3
9/17/2024 15:30:36;3
9/17/2024 15:31:21;2
9/17/2024 15:31:21;2
9/17/2024 15:31:37;4
9/17/2024 15:31:37;6
9/17/2024 15:31:52;5
9/17/2024 15:31:55;2
9/17/2024 15:31:58;2
9/17/2024 15:32:53;4
9/17/2024 15:32:53;4
9/17/2024 15:33:06;5
9/17/2024 15:33:07;5
9/17/2024 15:33:38;1
9/17/2024 15:33:39;1
9/17/2024 15:34:17;6
9/17/2024 15:34:19;6
9/17/2024 15:34:49;2
9/17/2024 15:35:01;5
9/17/2024 15:35:01;5
9/17/2024 15:35:09;4
9/17/2024 15:35:25;5
9/17/2024 15:35:33;5
9/17/2024 15:35:41;6
9/17/2024 15:35:46;2
9/17/2024 15:36:06;2
9/17/2024 15:36:28;6
9/17/2024 15:36:55;4
9/17/2024 15:36:56;1
9/17/2024 15:37:14;2
9/17/2024 15:37:23;5
9/17/2024 15:38:08;1
9/17/2024 15:38:34;4
9/17/2024 15:38:40;2
9/17/2024 15:38:51;2
9/17/2024 15:38:55;2
9/17/2024 15:39:25;6
9/17/2024 15:39:40;5
9/17/2024 15:40:07;4
9/17/2024 15:40:08;4
9/17/2024 15:40:45;3
9/17/2024 15:40:56;3
9/17/2024 15:41:19;5
9/17/2024 15:41:28;2
9/17/2024 15:41:48;6
9/17/2024 15:41:55;6
9/17/2024 15:42:12;5
9/17/2024 15:42:34;4
9/17/2024 15:42:59;4
9/17/2024 15:43:16;1
9/17/2024 15:43:27;3
9/17/2024 15:43:56;5
9/17/2024 15:44:04;6
9/17/2024 15:44:11;4
9/17/2024 15:44:18;3
9/17/2024 15:45:32;2
9/17/2024 15:45:48;6
9/17/2024 15:45:57;5
9/17/2024 15:46:11;2
9/17/2024 15:46:43;3
9/17/2024 15:47:31;4
9/17/2024 15:47:40;3
9/17/2024 15:47:53;2
9/17/2024 15:48:00;5
9/17/2024 15:48:15;3
9/17/2024 15:48:28;5
9/17/2024 15:48:45;1
9/17/2024 15:49:07;3
9/17/2024 15:49:33;4
9/17/2024 15:49:43;5
9/17/2024 15:50:01;1
9/17/2024 15:50:10;2
9/17/2024 15:50:34;3
9/17/2024 15:50:42;6
9/17/2024 15:50:50;1
9/17/2024 15:51:37;3
9/17/2024 15:51:58;2
9/17/2024 15:52:38;3
9/17/2024 15:52:49;2
9/17/2024 15:52:55;5
9/17/2024 15:53:07;3
9/17/2024 15:53:24;1
9/17/2024 15:53:36;4
9/17/2024 15:53:47;5
9/17/2024 15:54:36;4
9/17/2024 15:54:41;1
9/17/2024 15:54:45;2
9/17/2024 15:54:56;3
9/17/2024 16:05:35;5
9/17/2024 16:06:37;5
9/17/2024 16:07:28;6
9/17/2024 16:07:44;2
9/17/2024 16:08:04;6
9/17/2024 16:08:33;5
9/17/2024 16:08:45;3
9/17/2024 16:09:38;4
9/17/2024 16:09:48;6
9/17/2024 16:10:19;5
9/17/2024 16:15:13;6
9/17/2024 16:15:34;2
9/17/2024 16:15:47;3
9/17/2024 16:15:53;3
9/17/2024 16:16:12;4
9/17/2024 16:16:40;1
9/17/2024 16:16:58;6
9/17/2024 16:17:05;4
9/17/2024 16:17:50;1
9/17/2024 16:17:56;3
9/17/2024 16:18:08;4
9/17/2024 16:18:29;3
9/17/2024 16:18:40;1
9/17/2024 16:19:16;4
9/17/2024 16:19:24;2
9/17/2024 16:19:34;1
9/17/2024 16:20:01;5
9/17/2024 16:20:15;2
9/17/2024 16:21:09;3
9/17/2024 16:21:23;6
9/17/2024 16:22:21;4
9/17/2024 16:22:28;5
9/17/2024 16:22:44;2
9/17/2024 16:23:00;3
9/17/2024 16:23:55;5
9/17/2024 16:24:07;4
9/17/2024 16:24:12;1
9/17/2024 16:24:29;6
9/17/2024 16:24:36;4
9/17/2024 16:24:43;2
9/17/2024 16:24:55;3
9/17/2024 16:25:02;5
9/17/2024 16:25:15;6
9/17/2024 16:25:22;3
9/17/2024 16:25:32;1
9/17/2024 16:29:39;3
9/17/2024 16:30:47;4
9/17/2024 16:31:22;2
9/17/2024 16:31:39;4
9/17/2024 16:31:46;3
9/17/2024 16:32:47;1
9/17/2024 16:32:58;6
9/17/2024 16:33:07;3
9/17/2024 16:33:27;1
9/17/2024 16:33:35;5
9/17/2024 16:34:44;2
9/17/2024 16:34:50;4
9/17/2024 16:35:05;6
9/17/2024 16:35:23;3
9/17/2024 16:36:07;2
9/17/2024 16:36:12;5
9/17/2024 16:36:58;3
9/17/2024 16:41:03;6
9/17/2024 16:41:32;2
9/17/2024 16:41:51;5
9/17/2024 16:41:59;3
9/17/2024 16:42:34;4
9/17/2024 16:42:40;6
9/17/2024 16:42:45;1
9/17/2024 16:43:08;3
9/17/2024 16:43:18;4
9/17/2024 16:43:24;1
9/17/2024 16:43:38;1
9/17/2024 16:43:51;2
9/17/2024 16:44:08;6
9/17/2024 16:44:30;2
9/17/2024 16:44:38;4
9/17/2024 16:44:43;5
9/17/2024 16:44:57;1
